Currency can not be changed after making entries using some other currency,لا يمكن تغيير العملة بعد إجراء إدخالات باستخدام بعض العملات الأخرى
Currency exchange rate master.,الماستر الخاص بأسعار صرف العملات.
Currency for {0} must be {1},العملة ل {0} يجب أن تكون {1}
Currency is required for Price List {0},العملة مطلوبة لقائمة الأسعار {0}
Currency of the Closing Account must be {0},عملة الحساب الختامي يجب أن تكون {0}
Currency of the price list {0} must be {1} or {2},العملة من قائمة الأسعار {0} يجب أن تكون {1} أو {2}
Currency should be same as Price List Currency: {0},يجب أن تكون العملة مماثلة لعملة قائمة الأسعار: {0}
Current,تيار
Current Assets,أصول متداولة
Current BOM and New BOM can not be same,قائمة المواد الحالية قائمة المواد الجديدة لايمكن أن يكونوا نفس الفاتورة
Current Job Openings,فرص العمل الحالية
Current Liabilities,الخصوم المتداولة
Current Qty,الكمية الحالية
Current invoice {0} is missing,الفاتورة الحالية {0} مفقودة
Custom HTML,مخصصةHTML
Custom?,مخصص
Customer,العميل
Customer Addresses And Contacts,عناوين العملاء وجهات الإتصال
Customer Contact,معلومات اتصال العميل
Customer Database.,قاعدة بيانات العميل
Customer Group,مجموعة العميل
Customer LPO,العميل لبو
Customer LPO No.,العميل لبو رقم
Customer Name,اسم العميل
Customer POS Id,الرقم التعريفي لنقاط البيع للعملاء
Customer Service,خدمة العملاء
Customer and Supplier,العميل والمورد
Customer is required,العميل مطلوب
Customer isn't enrolled in any Loyalty Program,العميل غير مسجل في أي برنامج ولاء
Customer required for 'Customerwise Discount',العميل المطلوب للخصم المعني بالعملاء
Customer {0} does not belong to project {1},العميل {0} لا ينتمي الى المشروع {1}
Customer {0} is created.,تم إنشاء العميل {0}.
Customers in Queue,العملاء في قائمة الانتظار
Customize Homepage Sections,تخصيص أقسام الصفحة الرئيسية
Customizing Forms,نماذج  مطورة
Daily Project Summary for {0},ملخص المشروع اليومي لـ {0}
Daily Reminders,تذكير يومي
Daily Work Summary,ملخص العمل اليومي
Daily Work Summary Group,مجموعة ملخص العمل اليومي
Data Import and Export,استيراد وتصدير البيانات
Data Import and Settings,استيراد البيانات والإعدادات
Database of potential customers.,قاعدة بيانات العملاء المحتملين.
Date Format,تنسيق التاريخ
Date Of Retirement must be greater than Date of Joining,تاريخ التقاعد يجب أن يكون أكبر من تاريخ اﻹنضمام
Date is repeated,تاريخ متكرر
Date of Birth,تاريخ الميلاد
Date of Birth cannot be greater than today.,تاريخ الميلاد لا يمكن أن يكون بعد تاريخ اليوم.
Date of Commencement should be greater than Date of Incorporation,يجب أن يكون تاريخ البدء أكبر من تاريخ التأسيس
Date of Joining,تاريخ الالتحاق بالعمل
Date of Joining must be greater than Date of Birth,تاريخ اﻹنضمام يجب أن يكون أكبر من تاريخ الميلاد
Date of Transaction,تاريخ المعاملة
Datetime,التاريخ والوقت
Day,يوم
Debit,مدين
Debit ({0}),مدين ({0})
Debit A/C Number,رقم الخصم
Debit Account,حساب مدين
Debit Note,إشعار مدين
Debit Note Amount,مبلغ إشعار المدين
Debit Note Issued,تم اصدار إشعار الخصم
Debit To is required,مدين الى مطلوب
Debit and Credit not equal for {0} #{1}. Difference is {2}.,المدين و الدائن غير متساوي ل {0} # {1}. الفرق هو {2}.
Debtors,مدينون
Debtors ({0}),المدينون ({0})
Declare Lost,أعلن فقدت
Deduction,خصم
Default Activity Cost exists for Activity Type - {0},تكلفة النشاط الافتراضي موجودة لنوع النشاط - {0}
Default BOM ({0}) must be active for this item or its template,يجب أن تكون قائمة المواد الافتراضية ({0}) نشطة لهذا الصنف أو نماذجه
Default BOM for {0} not found,قائمة المواد ل {0} غير موجودة
Default BOM not found for Item {0} and Project {1},لم يتم العثور على قائمة المواد الافتراضية للمادة {0} والمشروع {1}
Default Letter Head,تصميم النموذج الخاص بالطباعة
Default Tax Template,نموذج الضرائب الافتراضي
Default Unit of Measure for Item {0} cannot be changed directly because you have already made some transaction(s) with another UOM. You will need to create a new Item to use a different Default UOM.,لا يمكن تغيير وحدة القياس الافتراضية للبند {0} مباشرة لأنك قمت بالفعل ببعض المعاملات (المعاملة) مع وحدة قياس أخرى. ستحتاج إلى إنشاء عنصر جديد لاستخدام واجهة مستخدم افتراضية مختلفة.
Default Unit of Measure for Variant '{0}' must be same as in Template '{1}',وحدة القياس الافتراضية للمتغير '{0}' يجب أن تكون كما في النمودج '{1}'
Default settings for Purchasing transactions.,إعدادات افتراضية لمعاملات الشراء.
Default settings for selling transactions.,الإعدادات الافتراضية لمعاملات البيع.
Default tax templates for sales and purchase are created.,تم إنشاء نماذج الضرائب الافتراضية للمبيعات والمشتريات.
Defaults,الافتراضات
Defense,الدفاع
Define Project type.,تحديد نوع المشروع.
Define budget for a financial year.,تحديد ميزانية السنة المالية
Define various loan types,تحديد أنواع القروض المختلفة
Del,حذف
Delay in payment (Days),التأخير في الدفع (أيام)
Delete all the Transactions for this Company,حذف كل المعاملات المتعلقة بالشركة
Deletion is not permitted for country {0},الحذف غير مسموح به في البلد {0}
Delivered,تسليم
Delivered Amount,القيمة التي تم تسليمها
Delivered Qty,الكمية المستلمة
Delivered: {0},تسليم: {0}
Delivery,تسليم
Delivery Date,تاريخ التسليم
Delivery Note,إشعار التسليم
Delivery Note {0} is not submitted,لم يتم اعتماد ملاحظه التسليم {0}
Delivery Note {0} must not be submitted,ملاحظة التسليم {0} يجب ان تكون ارسلت
Delivery Notes {0} must be cancelled before cancelling this Sales Order,مذكرات التسليم {0} يجب أن يتم الغاؤها قبل الغاء أمر البيع هذا
Delivery Notes {0} updated,تم تعديل إشعار  التسليم {0}
Delivery Status,حالة التسليم
Delivery Trip,رحلة التسليم
Delivery warehouse required for stock item {0},مستودع التسليم مطلوب للبند المستودعي {0}
Department,قسم
Department Stores,متجر متعدد الاقسام
Depreciation,إهلاك
Depreciation Amount,قيمة الإهلاك
Depreciation Amount during the period,قيمة الإهلاك خلال الفترة
Depreciation Date,تاريخ الإهلاك
Depreciation Eliminated due to disposal of assets,تم إلغاء الإهلاك بسبب التخلص من الأصول
Depreciation Entry,حركة الإهلاك
Depreciation Method,طريقة الإهلاك
Depreciation Row {0}: Depreciation Start Date is entered as past date,صف الإهلاك {0}: تاريخ بدء الإهلاك تم إدخاله كتاريخ سابق
Depreciation Row {0}: Expected value after useful life must be greater than or equal to {1},صف الإهلاك {0}: يجب أن تكون القيمة المتوقعة بعد العمر الافتراضي أكبر من أو تساوي {1}
Depreciation Row {0}: Next Depreciation Date cannot be before Available-for-use Date,صف الإهلاك {0}: لا يمكن أن يكون تاريخ الاستهلاك التالي قبل تاريخ المتاح للاستخدام
Depreciation Row {0}: Next Depreciation Date cannot be before Purchase Date,صف الإهلاك {0}: لا يمكن أن يكون تاريخ الاستهلاك قبل تاريخ الشراء
Designer,مصمم
Detailed Reason,سبب مفصل
Details,تفاصيل
Details of Outward Supplies and inward supplies liable to reverse charge,تفاصيل اللوازم الخارجية واللوازم الداخلية عرضة للشحن العكسي
Details of the operations carried out.,تفاصيل العمليات المنجزة
Diagnosis,التشخيص
Did not find any item called {0},لم يتم العثور على أي بند يسمى {0}
Diff Qty,الفرق بالكمية
Difference Account,حساب الفرق
"Difference Account must be a Asset/Liability type account, since this Stock Reconciliation is an Opening Entry",يجب أن يكون حساب الفرق حسابًا من نوع الأصول / الالتزامات ، نظرًا لأن تسوية المخزون للرصيد الافتتاحي
Difference Amount,مقدار الفرق
Difference Amount must be zero,مبلغ الفرق يجب أن يكون صفر
Different UOM for items will lead to incorrect (Total) Net Weight value. Make sure that Net Weight of each item is in the same UOM.,UOM المختلفة للعناصر سوف ترتبط بقيمة الحجم الصافي الغير صحيحة . تاكد الحجم الصافي لكل عنصر هي نفس.
Direct Expenses,النفقات المباشرة
Direct Income,إيراد مباشر
Disable,معطل
Disabled template must not be default template,لا يمكن إلغاء النموذج في حالة أنه النموذج الإفتراضي
Disburse Loan,صرف القرض
Disbursed,مصروف
Disc,القرص
Discharge,إبراء الذمة
Discount,خصم
Discount Percentage can be applied either against a Price List or for all Price List.,نسبة الخصم ممكن أن تطبق على قائمة الأسعار أو على جميع قوائم الأسعار
Discount must be less than 100,يجب أن يكون الخصم أقل من 100
Diseases & Fertilizers,الأمراض والأسمدة
Dispatch,ارسال
Dispatch Notification,إعلام الإرسال
Dispatch State,حالة الإرسال
Distance,مسافه: بعد
Distribution,توزيع
Distributor,موزع
Dividends Paid,توزيع الأرباح
Do you really want to restore this scrapped asset?,هل تريد حقا  استعادة هذه الأصول المخردة ؟
Do you really want to scrap this asset?,هل تريد حقا  تخريد هذه الأصول؟
Do you want to notify all the customers by email?,هل تريد أن تخطر جميع العملاء عن طريق البريد الإلكتروني؟
Doc Date,وثيقة التاريخ
Doc Name,اسم الوثيقة
Doc Type,نوع الوثيقة
Docs Search,بحث المستندات
Document Name,اسم المستند
Document Status,حالة المستند
Document Type,نوع الوثيقة
Domain,دومين/ نطاق
Domains,النطاقات / دومين
Done,تم
Donor,الجهات المانحة
Donor Type information.,نوع معلومات المانح
Donor information.,معلومات الجهات المانحة.
Download JSON,تحميل JSON
Draft,مشروع
Drop Ship,إسقاط الشحن
Drug,الادوية
Due / Reference Date cannot be after {0},تاريخ الاستحقاق أو المرجع لا يمكن أن يكون بعد {0}
Due Date cannot be before Posting / Supplier Invoice Date,تاريخ الاستحقاق لا يمكن أن يسبق تاريخ الترحيل/ فاتورة المورد
Due Date is mandatory,(تاريخ الاستحقاق) إلزامي
Duplicate Entry. Please check Authorization Rule {0},إدخال مكرر. يرجى التحقق من قاعدة التخويل {0}
Duplicate Serial No entered for Item {0},تكرار المسلسل لا دخل القطعة ل {0}
Duplicate customer group found in the cutomer group table,تم العثور على فئة عملاء مكررة في جدول فئات العملاء
Duplicate entry,إدخال مكرر
Duplicate item group found in the item group table,تم العثور علي مجموعه عناصر مكرره في جدول مجموعه الأصناف
Duplicate roll number for student {0},رقم لفة مكرر للطالب {0}
Duplicate row {0} with same {1},صف مكرر {0} مع نفس {1}
Duplicate {0} found in the table,مكرر {0} موجود في الجدول
Duration in Days,المدة في أيام
Duties and Taxes,الرسوم والضرائب
E-Invoicing Information Missing,الفواتير الإلكترونية معلومات مفقودة
Ehsan Demo,مارفيل تجريبي
Ehsan Settings,إعدادات مارفيل
Earliest,أولا
Earnest Money,العربون
Earning,مستحق
Edit,تعديل
Edit Publishing Details,تحرير تفاصيل النشر
"Edit in full page for more options like assets, serial nos, batches etc.",يمكنك التعديل في الصفحة الكاملة للحصول على مزيد من الخيارات مثل مواد العرض، والرقم التسلسلي، والدفقات، إلخ.
Education,التعليم
Either location or employee must be required,الموقع أو الموظف، أحدهما إلزامي
Either target qty or target amount is mandatory,الكمية المستهدفة أو المبلغ المستهدف، أحدهما إلزامي
Either target qty or target amount is mandatory.,الكمية المستهدفة أو المبلغ المستهدف، أحدهما إلزامي
Electrical,كهربائي
Electronic Equipments,المعدات الإلكترونية
Electronics,إلكترونيات
Eligible ITC,مؤهل ITC
Email Account,حساب البريد الإلكتروني
Email Address,البريد الالكتروني
"Email Address must be unique, already exists for {0}",البريد الالكتروني يجب أن يكون فريد، البريد المدخل موجود بالفعل لـ {0}
Email Digest:,الملخصات من خلال البريد الإلكتروني:
Email Reminders will be sent to all parties with email contacts,سيتم إرسال تذكيرات البريد الإلكتروني إلى جميع الأطراف مع جهات الاتصال البريد الإلكتروني
Email Sent,إرسال البريد الإلكتروني
Email Template,نموذج البريد الإلكتروني
Email not found in default contact,لم يتم العثور على البريد الإلكتروني في جهة الاتصال الافتراضية
Email sent to {0},أرسل بريد إلكتروني إلى {0}
Employee,الموظف
Employee A/C Number,رقم حساب الموظف
Employee Advances,سلف الموظفين
Employee Benefits,الميزات للموظف
Employee Grade,درجة الموظف
Employee ID,هوية الموظف
Employee Lifecycle,الاداء الشامل للموظف
Employee Name,اسم الموظف
Employee Promotion cannot be submitted before Promotion Date,لا يمكن تقديم ترقية الموظف قبل تاريخ العرض
Employee Referral,إحالة موظف
Employee Transfer cannot be submitted before Transfer Date,لا يمكن تقديم نقل الموظف قبل تاريخ النقل
Employee cannot report to himself.,الموظف لا يمكن أن يقدم تقريرا إلى نفسه.
Employee relieved on {0} must be set as 'Left',الموظف الذي ترك العمل في {0} يجب أن يتم تحديده ' مغادر '
Employee {0} already submited an apllication {1} for the payroll period {2},قدم الموظف {0} طلبًا بالفعل {1} لفترة الرواتب {2}
Employee {0} has already applied for {1} between {2} and {3} :,الموظف {0} قد طبق بالفعل على {1} بين {2} و {3}:
Employee {0} has no maximum benefit amount,الموظف {0} ليس لديه الحد الأقصى لمبلغ الاستحقاق
Employee {0} is not active or does not exist,الموظف {0} غير نشط أو غير موجود
Employee {0} is on Leave on {1},الموظف {0} في وضع الإجازة على {1}
Employee {0} of grade {1} have no default leave policy,ليس لدى الموظف {0} من الدرجة {1} سياسة إجازة افتراضية
Employee {0} on Half day on {1},الموظف {0} لديه اجازة نصف يوم في {1}
Enable,تمكين
Enable / disable currencies.,تمكين / تعطيل العملات .
Enabled,تمكين
"Enabling 'Use for Shopping Cart', as Shopping Cart is enabled and there should be at least one Tax Rule for Shopping Cart","تمكين ""الاستخدام لعربة التسوق"" ، حيث يتم تمكين عربة التسوق ويجب أن تكون هناك قاعدة ضريبية واحدة على الأقل لعربة التسوق"
End Date,تاريخ النهاية
End Date can not be less than Start Date,تاريخ النهاية لا يمكن أن يكون اقل من تاريخ البدء
End Date cannot be before Start Date.,لا يمكن أن يكون تاريخ الانتهاء قبل تاريخ البدء.
End Year,نهاية السنة
End Year cannot be before Start Year,نهاية العام لا يمكن أن يكون قبل بداية العام
End on,ينتهي في
End time cannot be before start time,لا يمكن أن يكون وقت الانتهاء قبل وقت البدء
Ends On date cannot be before Next Contact Date.,لا يمكن أن يكون تاريخ الانتهاء قبل تاريخ الاتصال التالي.
Energy,طاقة
Engineer,مهندس
Enough Parts to Build,يكفي لبناء أجزاء
Enroll,سجل
Enrolling student,تسجيل الطالب
Enrolling students,تسجيل الطلاب
Enter depreciation details,أدخل تفاصيل الاستهلاك
Enter the Bank Guarantee Number before submittting.,أدخل رقم الضمان البنكي قبل التقديم.
Enter the name of the Beneficiary before submittting.,أدخل اسم المستفيد قبل التقديم.
Enter the name of the bank or lending institution before submittting.,أدخل اسم البنك أو مؤسسة الإقراض قبل التقديم.
Enter value betweeen {0} and {1},أدخل قيمة بين {0} و {1}
Entertainment & Leisure,الترفيه وتسلية
Entertainment Expenses,نفقات الترفيه
Equity,حقوق الملكية
Error Log,سجل الأخطاء
Error evaluating the criteria formula,حدث خطأ أثناء تقييم صيغة المعايير
Error in formula or condition: {0},خطأ في المعادلة أو الشرط: {0}
Error: Not a valid id?,خطأ: هوية غير صالحة؟
Estimated Cost,التكلفة التقديرية
Evaluation,تقييم
"Even if there are multiple Pricing Rules with highest priority, then following internal priorities are applied:",حتى إذا كانت هناك قواعد تسعير متعددة ذات أولوية قصوى، يتم تطبيق الأولويات الداخلية التالية:
Event,حدث
Event Location,موقع الحدث
Event Name,إسم الحدث
Exchange Gain/Loss,أرباح / خسائر الناتجة عن صرف العملة
Exchange Rate Revaluation master.,إعادة تقييم سعر الصرف الاساسي.
Exchange Rate must be same as {0} {1} ({2}),يجب أن يكون سعر الصرف نفس {0} {1} ({2})
Excise Invoice,المكوس الفاتورة
Execution,تنفيذ
Executive Search,البحث التنفيذي
Expand All,توسيع الكل
Expected Delivery Date,تاريخ التسليم المتوقع
Expected Delivery Date should be after Sales Order Date,يجب أن يكون تاريخ التسليم المتوقع بعد تاريخ أمر المبيعات
Expected End Date,تاريخ الإنتهاء المتوقع
Expected Hrs,الساعات المتوقعة
Expected Start Date,تاريخ البدأ المتوقع
Expense,نفقة
Expense / Difference account ({0}) must be a 'Profit or Loss' account,حساب نفقات / قروق ({0}) يجب ان يكون حساب ارباح و خسائر
Expense Account,حساب النفقات
Expense Claim,طلب النفقات
Expense Claim for Vehicle Log {0},مطالبه المصروفات لسجل المركبات {0}
Expense Claim {0} already exists for the Vehicle Log,المطالبة بالنفقات {0} بالفعل موجوده في سجل المركبة
Expense Claims,المستحقات المالية
Expense account is mandatory for item {0},اجباري حساب النفقات للصنف {0}
Expenses,النفقات
Expenses Included In Asset Valuation,النفقات المدرجة في تقييم الأصول
Expenses Included In Valuation,المصروفات متضمنة في تقييم السعر
Expired Batches,دفعات منتهية الصلاحية
Expires On,تنتهي صلاحيته في
Expiring On,تنتهي في
Expiry (In Days),انتهاء (في يوم)
Explore,إستكشاف
Export E-Invoices,تصدير الفواتير الإلكترونية
Extra Large,كبير جدا
Extra Small,صغير جدا
Fail,فشل
Failed,باءت بالفشل
Failed to create website,فشل في إنشاء الموقع الالكتروني
Failed to install presets,فشل في تثبيت الإعدادات المسبقة
Failed to login,فشل في تسجيل الدخول
Failed to setup company,أخفق إعداد الشركة
Failed to setup defaults,فشل في إعداد الإعدادات الافتراضية
Failed to setup post company fixtures,فشل في إعداد تركيبات الشركة بعد
Fax,فاكس
Fee,رسوم
Fee Created,الرسوم التي تم إنشاؤها
Fee Creation Failed,أخفق إنشاء الرسوم
Fee Creation Pending,إنشاء الرسوم معلقة
Fee Records Created - {0},سجلات الرسوم  تم انشاؤها - {0}
Feedback,ردود الأفعال
Fees,رسوم
Female,أنثى
Fetch Data,ابحث عن المعلومة
Fetch Subscription Updates,جلب تحديثات الاشتراك
Fetch exploded BOM (including sub-assemblies),جلب BOM انفجرت (بما في ذلك المجالس الفرعية)
Fetching records......,جلب السجلات ......
Field Name,اسم الحقل
Fieldname,اسم الحقل
Fields,الحقول
Fill the form and save it,قم بتعبئة النموذج وحفظه
Filter Employees By (Optional),فلترة الموظفين حسب (اختياري)
"Filter Fields Row #{0}: Fieldname <b>{1}</b> must be of type ""Link"" or ""Table MultiSelect""","رقم صف حقول التصفية {0}: يجب أن يكون اسم الحقل <b> {1} </b> من النوع ""Link"" أو ""Table MultiSelect"""
Filter Total Zero Qty,فلترة مجموع صفر الكمية
Finance Book,دفتر المالية
Financial / accounting year.,مالي / سنة محاسبية.
Financial Services,الخدمات المالية
Financial Statements,البيانات المالية
Financial Year,سنة مالية
Finish,إنهاء
Finished Good,جيد جيد
Finished Good Item Code,انتهى رمز السلعة جيدة
Finished Goods,السلع تامة الصنع
Finished Item {0} must be entered for Manufacture type entry,غير مسموح بنقل أكثر {0} من {1} الى أمر الشراء {2}
Finished product quantity <b>{0}</b> and For Quantity <b>{1}</b> cannot be different,لا يمكن أن تكون كمية المنتج النهائي مختلفة
First Name,الاسم الأول
"Fiscal Regime is mandatory, kindly set the fiscal regime in the company {0}",النظام المالي إلزامي ، يرجى تعيين النظام المالي في الشركة {0}
Fiscal Year,السنة المالية
Fiscal Year End Date should be one year after Fiscal Year Start Date,يجب أن يكون تاريخ انتهاء السنة المالية بعد سنة واحدة من تاريخ بدء السنة المالية
Fiscal Year Start Date and Fiscal Year End Date are already set in Fiscal Year {0},تم تحديد تاريخ بداية السنة المالية و تاريخ نهاية السنة المالية للسنة المالية {0}
Fiscal Year Start Date should be one year earlier than Fiscal Year End Date,يجب أن يكون تاريخ بدء السنة المالية قبل سنة واحدة من تاريخ نهاية السنة المالية
Fiscal Year {0} does not exist,السنة المالية {0} غير موجودة
Fiscal Year {0} is required,السنة المالية {0} مطلوبة
Fiscal Year {0} not found,السنة المالية {0} غير موجودة
Fixed Asset,الأصول الثابتة
Fixed Asset Item must be a non-stock item.,يجب أن يكون بند الأصول الثابتة عنصرا غير مخزون.
Fixed Assets,الاصول الثابتة
Following Material Requests have been raised automatically based on Item's re-order level,تم رفع طلبات المواد التالية تلقائيا بناء على مستوى اعادة الطلب للبنود
Following accounts might be selected in GST Settings:,قد يتم اختيار الحسابات التالية في إعدادات ضريبة السلع والخدمات:
Following course schedules were created,تم إنشاء الجداول الزمنية التالية
Following item {0} is not marked as {1} item. You can enable them as {1} item from its Item master,لم يتم وضع علامة على البند {0} التالي كعنصر {1}. يمكنك تمكينها كـ عنصر {1} من العنصر الرئيسي الخاص بها
Following items {0} are not marked as {1} item. You can enable them as {1} item from its Item master,العناصر التالية {0} غير مميزة كعنصر {1}. يمكنك تمكينها كـ عنصر {1} من العنصر الرئيسي الخاص بها
Food,طعام
"Food, Beverage & Tobacco",الأغذية والمشروبات والتبغ
For,لأجل
"For 'Product Bundle' items, Warehouse, Serial No and Batch No will be considered from the 'Packing List' table. If Warehouse and Batch No are same for all packing items for any 'Product Bundle' item, those values can be entered in the main Item table, values will be copied to 'Packing List' table.",لبنود حزمة المنتج والمستودع والرقم المتسلسل ورقم الدفعة ستأخذ بعين الاعتبار من جدول قائمة التغليف. اذا كان للمستودع ورقم الدفعة نفس  البند من بنود التغليف لأي بند من حزمة المنتج. هذه القيم يمكن ادخالها في جدول البند الرئيسي. والقيم سيتم نسخها الى جدول قائمة التغليف.
For Employee,للموظف
For Quantity (Manufactured Qty) is mandatory,للكمية (الكمية المصنعة) إلزامية
For Supplier,للمورد
For Warehouse,لمستودع
For Warehouse is required before Submit,مستودع (الى) مطلوب قبل التسجيل
"For an item {0}, quantity must be negative number",بالنسبة إلى عنصر {0} ، يجب أن تكون الكمية رقمًا سالبًا
"For an item {0}, quantity must be positive number",بالنسبة إلى عنصر {0} ، يجب أن تكون الكمية رقمًا موجبًا
"For job card {0}, you can only make the 'Material Transfer for Manufacture' type stock entry","بالنسبة لبطاقة العمل {0} ، يمكنك فقط إجراء إدخال المخزون من النوع ""نقل المواد للتصنيع"""
"For row {0} in {1}. To include {2} in Item rate, rows {3} must also be included",للصف {0} في {1}. لتضمين {2} في سعر العنصر ، يجب أيضًا تضمين الصفوف {3}
For row {0}: Enter Planned Qty,بالنسبة إلى الصف {0}: أدخل الكمية المخطط لها
"For {0}, only credit accounts can be linked against another debit entry","ل {0}, فقط الحسابات الدائنة ممكن أن تكون مقابل مدخل مدين أخر."
"For {0}, only debit accounts can be linked against another credit entry","ل {0}, فقط حسابات المدينة يمكن أن تكون مقابل مدخل دائن أخر."
Forum Activity,نشاط المنتدى
Free item code is not selected,لم يتم تحديد رمز العنصر المجاني
Freight and Forwarding Charges,رسوم الشحن
Frequency,تكرر
Friday,الجمعة
From,من
From Address 1,من العنوان 1
From Address 2,من العنوان 2
From Currency and To Currency cannot be same,(من عملة) و (إلى عملة) لا يمكن أن تكون نفسها
From Date and To Date lie in different Fiscal Year,من التاريخ والوقت تكمن في السنة المالية المختلفة
From Date cannot be greater than To Date,(من تاريخ) لا يمكن أن يكون أكبر (الي التاريخ)
From Date must be before To Date,يجب أن تكون من تاريخ إلى تاريخ قبل
From Date should be within the Fiscal Year. Assuming From Date = {0},(من التاريخ) يجب أن يكون ضمن السنة المالية. بافتراض (من التاريخ) = {0}
From Date {0} cannot be after employee's relieving Date {1},من تاريخ {0} لا يمكن أن يكون بعد تاريخ التخفيف من الموظف {1}
From Date {0} cannot be before employee's joining Date {1},من تاريخ {0} لا يمكن أن يكون قبل تاريخ الانضمام للموظف {1}
From Datetime,من (التاريخ والوقت)
From Delivery Note,من اشعار التسليم
From Fiscal Year,من السنة المالية
From GSTIN,من GSTIN
From Party Name,من اسم الحزب
From Pin Code,من الرقم السري
From Place,من المكان
From Range has to be less than To Range,(من المدى) يجب أن يكون أقل من (إلى المدى)
From State,من الدولة
From Time,من وقت
From Time Should Be Less Than To Time,من وقت يجب أن يكون أقل من الوقت
From Time cannot be greater than To Time.,(من الوقت) لا يمكن أن يكون بعد من (الي الوقت).
"From a supplier under composition scheme, Exempt and Nil rated",من مورد في إطار مخطط التكوين ، تم تصنيف إعفاء ونقص
From and To dates required,التواريخ من وإلى مطلوبة
From date can not be less than employee's joining date,من تاريخ لا يمكن أن يكون أقل من تاريخ انضمام الموظف
From value must be less than to value in row {0},(من القيمة) يجب أن تكون أقل من (الي القيمة) في الصف {0}
From {0} | {1} {2},من {0} | {1} {2}
Fuel Price,سعر الوقود
Fuel Qty,كمية الوقود
Fulfillment,استيفاء
Full,ممتلئ
Full Name,الاسم الكامل
Full-time,دوام كامل
Fully Depreciated,استهلكت بالكامل
Furnitures and Fixtures,أثاث وتركيبات
"Further accounts can be made under Groups, but entries can be made against non-Groups",يمكن إنشاء المزيد من الحسابات تحت المجموعة، لكن إدخالات القيود يمكن ان تكون فقط مقابل  حسابات فردية و ليست مجموعة
Further cost centers can be made under Groups but entries can be made against non-Groups,يمكن إجراء المزيد من مراكز التكلفة ضمن المجموعات ولكن يمكن إجراء الإدخالات مقابل غير المجموعات
Further nodes can be only created under 'Group' type nodes,العقد الإضافية التي يمكن أن تنشأ إلا في ظل العقد نوع ' المجموعة '
Future dates not allowed,التواريخ المستقبلية غير مسموح بها
GSTIN,GSTIN
GSTR3B-Form,GSTR3B-نموذج
Gain/Loss on Asset Disposal,الربح / الخسارة عند التخلص من الأصول
Gantt Chart,مخطط جانت
Gantt chart of all tasks.,مخطط جانت لجميع المهام.
Gender,جنس
General,عام
General Ledger,دفتر الحسابات العام
Generate Material Requests (MRP) and Work Orders.,توليد طلبات المواد (MRP) وأوامر العمل.
Generate Secret,توليد سر
Get Details From Declaration,الحصول على تفاصيل من الإعلان
Get Employees,الحصول على الموظفين
Get Invocies,الحصول على الدعوات
Get Invoices,الحصول على الفواتير
Get Invoices based on Filters,الحصول على الفواتير على أساس الفلتر
Get Items from BOM,تنزيل الاصناف من قاءمة المواد للصنف
Get Items from Healthcare Services,احصل على عناصر من خدمات الرعاية الصحية
Get Items from Prescriptions,الحصول على عناصر من الوصفات
Get Items from Product Bundle,الحصول على أصناف من حزمة المنتج
Get Suppliers,الحصول على الموردين
Get Suppliers By,الحصول على الموردين من قبل
Get Updates,الحصول على التحديثات
Get customers from,الحصول على العملاء من
Get from Patient Encounter,الحصول على من لقاء المريض
Getting Started,ابدء
GitHub Sync ID,معرف مزامنة جيثب
Global settings for all manufacturing processes.,إعدادات العالمية لجميع عمليات التصنيع.
Go to the Desktop and start using Ehsan,اذهب إلى سطح المكتب وابدء في استخدام مارفيل
GoCardless SEPA Mandate,GoCardless SEPA التكليف
GoCardless payment gateway settings,إعدادات بوابة الدفع GoCardless
Goal and Procedure,الهدف والإجراءات
Goals cannot be empty,لا يمكن أن تكون الاهداف فارغة
Goods In Transit,البضائع في العبور
Goods Transferred,نقل البضائع
Goods and Services Tax (GST India),ضريبة السلع والخدمات (ضريبة السلع والخدمات الهند)
Goods are already received against the outward entry {0},تم استلام البضائع بالفعل مقابل الإدخال الخارجي {0}
Government,حكومة
Grand Total,المجموع الإجمالي
Grant,منحة
Grant Application,طلب المنحة
Grant Leaves,جرانت ليفز
Grant information.,منح المعلومات.
Grocery,بقالة
Gross Pay,إجمالي الأجور
Gross Profit,الربح الإجمالي
Gross Profit %,الربح الإجمالي٪
Gross Profit / Loss,الربح الإجمالي / الخسارة
Gross Purchase Amount,اجمالي مبلغ المشتريات
Gross Purchase Amount is mandatory,مبلغ الشراء الإجمالي إلزامي
Group by Account,تجميع حسب الحساب
Group by Party,تجميع حسب الطرف
Group by Voucher,تجميع حسب القسيمة
Group by Voucher (Consolidated),التجميع حسب القسيمة (الموحدة)
Group node warehouse is not allowed to select for transactions,لا يسمح مستودع عقدة مجموعة لتحديد للمعاملات
Group to Non-Group,(من تصنيف (مجموعة) إلى تصنيف (غير المجموعة
Group your students in batches,مجموعة الطلاب على دفعات
Groups,مجموعات
Guardian1 Email ID,معرف البريد الإلكتروني للوصي 1
Guardian1 Mobile No,رقم الهاتف النقال للوصي 1
Guardian1 Name,اسم الوصي 1
Guardian2 Email ID,Guardian2 معرف البريد الإلكتروني
Guardian2 Mobile No,Guardian2 رقم الجوال
Guardian2 Name,اسم Guardian2
Guest,ضيف
HR Manager,مدير الموارد البشرية
HSN,HSN
HSN/SAC,HSN / SAC
Half Day,نصف يوم
